"";"latitude";"longitude";"unixtime";"velocidades";"file_name"
"28503";41,907272;12,489979;2014-02-12 13:42:36;0;171
"28504";41,907272;12,489979;2014-02-12 13:42:36;0;171
"28501";41,903102;12,496255;2014-02-12 13:42:36;0;139
"28412";41,90855;12,493878;2014-02-12 13:42:38;9;163
"28421";41,907078;12,4901;2014-02-12 13:42:39;1;88
"28420";41,904283;12,494923;2014-02-12 13:42:39;0;303
"28419";41,905508;12,491752;2014-02-12 13:42:39;5;270
"28432";41,90349;12,488296;2014-02-12 13:42:41;0;305
"28429";41,903724;12,489081;2014-02-12 13:42:41;0;210
"28438";41,903063;12,496239;2014-02-12 13:42:43;0;204
"28447";41,904243;12,494533;2014-02-12 13:42:44;0;242
"28458";41,907272;12,489979;2014-02-12 13:42:46;0;171
"28457";41,90861;12,49412;2014-02-12 13:42:46;0;163
"28462";41,903954;12,488928;2014-02-12 13:42:46;0;46
"28464";41,903102;12,496255;2014-02-12 13:42:47;0;139
"28478";41,907111;12,49008;2014-02-12 13:42:49;0;88
"28476";41,905463;12,49192;2014-02-12 13:42:49;23;270
"28575";41,904283;12,494923;2014-02-12 13:42:50;0;303
"28619";41,90349;12,488296;2014-02-12 13:42:51;0;305
"28616";41,903732;12,489079;2014-02-12 13:42:51;0;210
"28638";41,903058;12,496232;2014-02-12 13:42:53;0;204
"28672";41,90349;12,488296;2014-02-12 13:42:54;0;305
"28677";41,904243;12,494533;2014-02-12 13:42:55;0;242
"28675";41,90861;12,49412;2014-02-12 13:42:55;8;163
"28682";41,907272;12,489979;2014-02-12 13:42:56;2;171
"28681";41,903102;12,496255;2014-02-12 13:42:56;0;139
"28552";41,903939;12,488918;2014-02-12 13:42:57;1;46
"28565";41,907111;12,49008;2014-02-12 13:42:59;9;88
"28563";41,904283;12,494923;2014-02-12 13:42:59;0;303
"28562";41,905231;12,492644;2014-02-12 13:42:59;14;270
"28570";41,90349;12,488296;2014-02-12 13:43:00;0;305
"28573";41,903755;12,489067;2014-02-12 13:43:01;1;210
"28519";41,903953;12,488947;2014-02-12 13:43:04;2;46
"28524";41,908799;12,494211;2014-02-12 13:43:05;28;163
"28528";41,907305;12,490041;2014-02-12 13:43:06;27;171
"28531";41,904243;12,494533;2014-02-12 13:43:06;0;242
"28527";41,903102;12,496255;2014-02-12 13:43:06;0;139
"28590";41,907322;12,489948;2014-02-12 13:43:09;33;88
"28589";41,904283;12,494923;2014-02-12 13:43:09;0;303
"28586";41,903069;12,496241;2014-02-12 13:43:09;1;204
"28587";41,905082;12,493074;2014-02-12 13:43:09;0;270
"28595";41,90377;12,489106;2014-02-12 13:43:11;0;210
"28602";41,903069;12,496222;2014-02-12 13:43:13;0;204
"28604";41,90349;12,488296;2014-02-12 13:43:13;0;305
"28609";41,907558;12,490681;2014-02-12 13:43:14;13;171
"28612";41,909064;12,495105;2014-02-12 13:43:15;40;163
"28634";41,903102;12,496255;2014-02-12 13:43:16;0;139
"28647";41,90402;12,488979;2014-02-12 13:43:17;1;46
"28653";41,908005;12,489486;2014-02-12 13:43:18;40;88
"28650";41,904243;12,494533;2014-02-12 13:43:18;0;242
"28654";41,905082;12,493074;2014-02-12 13:43:19;0;270
"28662";41,904283;12,494923;2014-02-12 13:43:20;0;303
"28722";41,90349;12,488296;2014-02-12 13:43:21;0;305
"28667";41,90376;12,489135;2014-02-12 13:43:21;1;210
"28725";41,904243;12,494533;2014-02-12 13:43:22;0;242
"28730";41,903063;12,496211;2014-02-12 13:43:23;0;204
"28737";41,907671;12,491094;2014-02-12 13:43:24;11;171
"28740";41,904024;12,48902;2014-02-12 13:43:24;2;46
"28743";41,909256;12,496436;2014-02-12 13:43:25;6;163
"28749";41,903102;12,496255;2014-02-12 13:43:26;0;139
"28695";41,908867;12,488788;2014-02-12 13:43:28;20;88
"28699";41,905082;12,493074;2014-02-12 13:43:29;27;270
"28702";41,90429;12,494902;2014-02-12 13:43:30;1;303
"28712";41,90349;12,488296;2014-02-12 13:43:31;0;305
"28708";41,903755;12,489101;2014-02-12 13:43:31;1;210
"28718";41,904243;12,494533;2014-02-12 13:43:33;0;242
"28717";41,903052;12,496218;2014-02-12 13:43:33;0;204
"28771";41,907859;12,491399;2014-02-12 13:43:34;0;171
"28777";41,909284;12,496645;2014-02-12 13:43:35;15;163
"28781";41,904002;12,489089;2014-02-12 13:43:35;1;46
"28788";41,903102;12,496255;2014-02-12 13:43:37;0;139
"28801";41,904252;12,494878;2014-02-12 13:43:39;0;303
"28800";41,90462;12,493772;2014-02-12 13:43:39;16;270
"28761";41,90378;12,489103;2014-02-12 13:43:41;1;210
"28803";41,904243;12,494533;2014-02-12 13:43:43;0;242
"28806";41,907859;12,491399;2014-02-12 13:43:44;0;171
"28807";41,903055;12,496222;2014-02-12 13:43:44;1;204
"28811";41,904012;12,489126;2014-02-12 13:43:44;0;46
"28825";41,90349;12,488296;2014-02-12 13:43:47;0;305
"28828";41,903102;12,496255;2014-02-12 13:43:48;0;139
"28840";41,904267;12,494044;2014-02-12 13:43:49;23;270
"28841";41,904021;12,489129;2014-02-12 13:43:49;0;46
"28846";41,904248;12,494875;2014-02-12 13:43:50;0;303
"28847";41,90349;12,488296;2014-02-12 13:43:50;3;305
"28852";41,903796;12,489041;2014-02-12 13:43:51;2;210
"28893";41,904243;12,494533;2014-02-12 13:43:52;0;242
"28900";41,903082;12,496209;2014-02-12 13:43:53;1;204
"28906";41,907859;12,491399;2014-02-12 13:43:54;0;171
"28910";41,904021;12,489135;2014-02-12 13:43:54;15;46
"28919";41,907859;12,491399;2014-02-12 13:43:56;0;171
"28925";41,903102;12,496255;2014-02-12 13:43:59;0;139
"28876";41,904256;12,494888;2014-02-12 13:44:01;0;303
"28871";41,903837;12,48909;2014-02-12 13:44:01;1;210
"28883";41,904243;12,494533;2014-02-12 13:44:02;0;242
"28884";41,90375;12,493306;2014-02-12 13:44:02;17;270
"28886";41,903109;12,496202;2014-02-12 13:44:03;0;204
"28897";41,907859;12,491399;2014-02-12 13:44:04;0;171
"28943";41,904234;12,489567;2014-02-12 13:44:04;26;46
"28954";41,903102;12,496255;2014-02-12 13:44:06;1;139
"28980";41,904268;12,494909;2014-02-12 13:44:10;0;303
"28981";41,904268;12,494909;2014-02-12 13:44:10;0;303
"29081";41,90427;12,494915;2014-02-12 13:44:12;0;303
"29080";41,903794;12,489072;2014-02-12 13:44:12;2;210
"29086";41,904243;12,494533;2014-02-12 13:44:13;0;242
"29085";41,903098;12,49621;2014-02-12 13:44:13;0;204
"29094";41,904509;12,490375;2014-02-12 13:44:14;20;46
"29105";41,907859;12,491399;2014-02-12 13:44:16;3;171
"29103";41,903126;12,496227;2014-02-12 13:44:16;2;139
"28936";41,903856;12,489081;2014-02-12 13:44:21;2;210
"28996";41,904243;12,494533;2014-02-12 13:44:23;0;242
"28994";41,903081;12,49621;2014-02-12 13:44:23;0;204
"29010";41,904267;12,49491;2014-02-12 13:44:27;0;303
"29011";41,904853;12,491131;2014-02-12 13:44:27;45;46
"29019";41,907766;12,491346;2014-02-12 13:44:28;24;171
"29014";41,902409;12,497408;2014-02-12 13:44:28;37;119
"29018";41,909391;12,497135;2014-02-12 13:44:28;7;163
"29017";41,903167;12,496155;2014-02-12 13:44:28;1;139
"29259";41,902889;12,492017;2014-02-12 13:44:31;0;270
"29260";41,902231;12,491041;2014-02-12 13:44:31;44;270
"29256";41,903918;12,489044;2014-02-12 13:44:31;1;210
"29267";41,904243;12,494533;2014-02-12 13:44:32;0;242
"29274";41,904266;12,494901;2014-02-12 13:44:33;0;303
"29271";41,903073;12,496228;2014-02-12 13:44:33;0;204
"29292";41,905322;12,492001;2014-02-12 13:44:34;4;46
"29040";41,907936;12,492037;2014-02-12 13:44:37;21;171
"29036";41,90282;12,496428;2014-02-12 13:44:37;17;119
"29038";41,902337;12,497756;2014-02-12 13:44:37;26;134
"29039";41,90321;12,496149;2014-02-12 13:44:37;0;139
"29057";41,903921;12,488987;2014-02-12 13:44:40;1;210
"29063";41,903789;12,488705;2014-02-12 13:44:41;9;305
"29070";41,90428;12,494918;2014-02-12 13:44:42;0;303
"29109";41,90307;12,49623;2014-02-12 13:44:43;0;204
"29123";41,905356;12,492159;2014-02-12 13:44:45;23;46
"29126";41,90816;12,492597;2014-02-12 13:44:46;8;171
"29127";41,904243;12,494533;2014-02-12 13:44:46;0;242
"29125";41,903201;12,496174;2014-02-12 13:44:46;2;139
"29138";41,902624;12,495829;2014-02-12 13:44:48;26;119
"29139";41,90258;12,496833;2014-02-12 13:44:48;34;134
"29157";41,903912;12,488993;2014-02-12 13:44:51;0;305
"29152";41,9039;12,488949;2014-02-12 13:44:51;0;210
"29161";41,904243;12,494533;2014-02-12 13:44:52;0;242
"29174";41,903069;12,496231;2014-02-12 13:44:54;0;204
"29179";41,905136;12,492815;2014-02-12 13:44:54;37;46
"29182";41,90821;12,492833;2014-02-12 13:44:55;0;171
"29186";41,90428;12,494919;2014-02-12 13:44:55;0;303
"29189";41,902783;12,495945;2014-02-12 13:44:56;23;134
"29190";41,903168;12,496119;2014-02-12 13:44:56;2;139
"29213";41,903887;12,488956;2014-02-12 13:45:01;0;210
"29222";41,904243;12,494533;2014-02-12 13:45:02;0;242
"29224";41,904281;12,49492;2014-02-12 13:45:02;0;303
"29228";41,903063;12,496236;2014-02-12 13:45:03;0;204
"29236";41,903912;12,488993;2014-02-12 13:45:04;0;305
"29239";41,904622;12,493846;2014-02-12 13:45:04;2;46
"29276";41,902298;12,495522;2014-02-12 13:45:06;30;134
"29277";41,90318;12,496193;2014-02-12 13:45:06;2;139
"29289";41,90827;12,493126;2014-02-12 13:45:08;12;171
"29308";41,902971;12,488992;2014-02-12 13:45:11;27;141
"29315";41,903912;12,488993;2014-02-12 13:45:11;5;305
"29312";41,903873;12,488963;2014-02-12 13:45:11;0;210
"29319";41,904284;12,494924;2014-02-12 13:45:12;0;303
"29384";41,904243;12,494533;2014-02-12 13:45:14;0;242
"29383";41,903069;12,496233;2014-02-12 13:45:14;0;204
"29388";41,904573;12,49391;2014-02-12 13:45:14;0;46
"29392";41,90833;12,493419;2014-02-12 13:45:15;12;171
"29397";41,909391;12,488276;2014-02-12 13:45:16;53;118
"29403";41,903133;12,496245;2014-02-12 13:45:17;1;139
"29484";41,904003;12,488872;2014-02-12 13:45:21;39;305
"29481";41,903874;12,488961;2014-02-12 13:45:21;0;210
"29487";41,902487;12,489779;2014-02-12 13:45:22;33;141
"29494";41,904243;12,494533;2014-02-12 13:45:23;0;242
"29496";41,904284;12,494924;2014-02-12 13:45:23;0;303
"29493";41,903075;12,496246;2014-02-12 13:45:23;0;204
"29492";41,908604;12,488972;2014-02-12 13:45:23;37;118
"29505";41,908628;12,493491;2014-02-12 13:45:25;3;171
"29327";41,904573;12,49391;2014-02-12 13:45:25;10;46
"29336";41,90313;12,49628;2014-02-12 13:45:27;1;139
"29347";41,904692;12,488344;2014-02-12 13:45:29;34;305
"29353";41,90477;12,488291;2014-02-12 13:45:30;32;305
"29363";41,90387;12,488969;2014-02-12 13:45:31;0;210
"29370";41,904243;12,494533;2014-02-12 13:45:32;0;242
"29378";41,904287;12,494927;2014-02-12 13:45:33;0;303
"29372";41,907777;12,489565;2014-02-12 13:45:33;22;118
"29414";41,903062;12,496275;2014-02-12 13:45:34;0;204
"29417";41,904394;12,494128;2014-02-12 13:45:34;13;46
"29422";41,908704;12,493491;2014-02-12 13:45:35;0;171
"29429";41,90311;12,496332;2014-02-12 13:45:36;1;139
"29467";41,905673;12,488394;2014-02-12 13:45:41;51;305
"29464";41,903869;12,488982;2014-02-12 13:45:41;0;210
"29475";41,90429;12,49493;2014-02-12 13:45:42;0;303
"29477";41,907364;12,490075;2014-02-12 13:45:43;33;118
"29632";41,904243;12,494533;2014-02-12 13:45:44;0;242
"29640";41,908704;12,493491;2014-02-12 13:45:45;9;171
"29645";41,904183;12,494532;2014-02-12 13:45:45;17;46
"29638";41,907425;12,490281;2014-02-12 13:45:45;28;118
"29649";41,903059;12,496285;2014-02-12 13:45:47;0;204
"29656";41,903108;12,496284;2014-02-12 13:45:48;2;139
"29517";41,90387;12,488986;2014-02-12 13:45:51;0;210
"29528";41,904224;12,494526;2014-02-12 13:45:52;0;242
"29531";41,903054;12,496298;2014-02-12 13:45:53;0;204
"29533";41,906333;12,490255;2014-02-12 13:45:53;41;305
"29529";41,907659;12,490987;2014-02-12 13:45:53;13;118
"29541";41,903848;12,494829;2014-02-12 13:45:54;19;46
"29545";41,908901;12,493672;2014-02-12 13:45:55;40;171
"29556";41,90429;12,49493;2014-02-12 13:45:56;0;303
"29552";41,903154;12,496249;2014-02-12 13:45:56;1;139
"29576";41,907064;12,490275;2014-02-12 13:46:00;0;305
"29573";41,90387;12,488986;2014-02-12 13:46:00;0;210
"29589";41,904224;12,494526;2014-02-12 13:46:02;0;242
"29590";41,90429;12,494931;2014-02-12 13:46:02;0;303
"29591";41,903621;12,488436;2014-02-12 13:46:02;19;329
"29596";41,903074;12,496307;2014-02-12 13:46:03;0;204
"29593";41,907798;12,491389;2014-02-12 13:46:03;3;118
"29604";41,903469;12,495254;2014-02-12 13:46:04;21;46
"29615";41,903126;12,496195;2014-02-12 13:46:06;0;139
"29751";41,90387;12,488986;2014-02-12 13:46:10;0;210
"29760";41,907064;12,490275;2014-02-12 13:46:11;10;305
"29772";41,904224;12,494526;2014-02-12 13:46:13;0;242
"29773";41,90429;12,494931;2014-02-12 13:46:13;0;303
"29774";41,904007;12,488955;2014-02-12 13:46:13;3;329
"29767";41,907865;12,491327;2014-02-12 13:46:13;0;118
"29778";41,903084;12,496291;2014-02-12 13:46:14;0;204
"29663";41,903066;12,495723;2014-02-12 13:46:14;13;46
"29668";41,903135;12,496196;2014-02-12 13:46:16;0;139
"29691";41,903883;12,488985;2014-02-12 13:46:20;0;210
"29703";41,907279;12,490053;2014-02-12 13:46:21;15;305
"29712";41,904224;12,494526;2014-02-12 13:46:23;0;242
"29711";41,90308;12,496286;2014-02-12 13:46:23;0;204
"29715";41,904094;12,488901;2014-02-12 13:46:23;20;329
"29710";41,907865;12,491327;2014-02-12 13:46:23;0;118
"29732";41,903146;12,496188;2014-02-12 13:46:26;2;139
"29743";41,90429;12,494931;2014-02-12 13:46:28;0;303
"29829";41,903885;12,488985;2014-02-12 13:46:30;0;210
"29831";41,902562;12,496036;2014-02-12 13:46:30;51;46
"29846";41,90453;12,488519;2014-02-12 13:46:33;13;329
"29844";41,907865;12,491327;2014-02-12 13:46:33;0;118
"29880";41,904224;12,494526;2014-02-12 13:46:34;0;242
"29884";41,90429;12,494931;2014-02-12 13:46:34;0;303
"29849";41,903075;12,496297;2014-02-12 13:46:34;0;204
"29887";41,902352;12,496669;2014-02-12 13:46:34;12;46
"29898";41,903154;12,496114;2014-02-12 13:46:36;3;139
"29797";41,903886;12,488991;2014-02-12 13:46:41;0;210
"29807";41,90429;12,494931;2014-02-12 13:46:42;0;303
"29812";41,904224;12,494526;2014-02-12 13:46:43;4;242
"29810";41,903071;12,496287;2014-02-12 13:46:43;1;204
"29814";41,907977;12,489422;2014-02-12 13:46:43;0;305
"29815";41,908598;12,488993;2014-02-12 13:46:43;0;305
"29816";41,908598;12,488993;2014-02-12 13:46:43;8;305
"29808";41,907865;12,491327;2014-02-12 13:46:43;0;118
"29916";41,902118;12,49695;2014-02-12 13:46:44;20;46
"29821";41,904877;12,488336;2014-02-12 13:46:44;16;329
"29927";41,903244;12,49611;2014-02-12 13:46:46;1;139
"29850";41,90391;12,488999;2014-02-12 13:46:51;1;210
"29857";41,904207;12,4944;2014-02-12 13:46:52;0;242
"29862";41,90429;12,494931;2014-02-12 13:46:53;0;303
"29859";41,907865;12,491327;2014-02-12 13:46:53;0;118
"29864";41,903017;12,49628;2014-02-12 13:46:54;1;204
"29870";41,908806;12,488812;2014-02-12 13:46:55;51;305
"29875";41,903273;12,496103;2014-02-12 13:46:56;3;139
"29963";41,903941;12,488969;2014-02-12 13:47:01;0;210
"29978";41,907865;12,491327;2014-02-12 13:47:03;0;118
"30033";41,904205;12,494425;2014-02-12 13:47:04;0;242
"30016";41,903039;12,496327;2014-02-12 13:47:04;0;204
"30037";41,905671;12,488587;2014-02-12 13:47:04;35;329
"30053";41,90429;12,494931;2014-02-12 13:47:06;0;303
"30056";41,903192;12,496202;2014-02-12 13:47:07;2;139
"30117";41,90394;12,488951;2014-02-12 13:47:11;0;210
"30124";41,905987;12,489432;2014-02-12 13:47:12;17;329
"30128";41,904208;12,494443;2014-02-12 13:47:13;0;242
"30130";41,90429;12,494931;2014-02-12 13:47:13;0;303
"30125";41,907865;12,491327;2014-02-12 13:47:13;0;118
"30140";41,903048;12,496326;2014-02-12 13:47:15;0;204
"29997";41,903143;12,496246;2014-02-12 13:47:17;1;139
"30029";41,903953;12,488959;2014-02-12 13:47:21;1;210
"30078";41,90429;12,494931;2014-02-12 13:47:23;0;303
"30065";41,903053;12,496314;2014-02-12 13:47:23;1;204
"30083";41,904208;12,494443;2014-02-12 13:47:24;0;242
"30086";41,906183;12,490068;2014-02-12 13:47:24;31;329
"30089";41,908916;12,494512;2014-02-12 13:47:25;19;171
"30096";41,907865;12,491327;2014-02-12 13:47:26;0;118
"30163";41,904003;12,488963;2014-02-12 13:47:32;2;210
"30160";41,903105;12,496245;2014-02-12 13:47:32;2;139
"30166";41,906785;12,490295;2014-02-12 13:47:32;9;329
"30174";41,904208;12,494443;2014-02-12 13:47:33;0;242
"30175";41,90429;12,494931;2014-02-12 13:47:33;5;303
"30173";41,903084;12,496284;2014-02-12 13:47:33;2;204
"30172";41,907865;12,491327;2014-02-12 13:47:33;0;118
"30211";41,908665;12,495064;2014-02-12 13:47:35;40;171
"30217";41,903086;12,496222;2014-02-12 13:47:36;3;139
"30234";41,904036;12,488905;2014-02-12 13:47:40;26;210
"30250";41,907013;12,490196;2014-02-12 13:47:42;7;329
"30178";41,904208;12,494443;2014-02-12 13:47:43;0;242
"30180";41,904231;12,494757;2014-02-12 13:47:43;6;303
"30177";41,903076;12,49619;2014-02-12 13:47:43;1;204
"30168";41,907865;12,491327;2014-02-12 13:47:43;0;118
"30189";41,909034;12,496344;2014-02-12 13:47:45;36;171
"30201";41,903114;12,496078;2014-02-12 13:47:48;0;139
"30329";41,904588;12,488405;2014-02-12 13:47:50;36;210
"30334";41,902155;12,495771;2014-02-12 13:47:51;22;144
"30346";41,904208;12,494443;2014-02-12 13:47:52;0;242
"30347";41,907186;12,490071;2014-02-12 13:47:52;19;329
"30350";41,903084;12,496157;2014-02-12 13:47:53;0;204
"30351";41,904827;12,48822;2014-02-12 13:47:53;29;210
"30348";41,907865;12,491327;2014-02-12 13:47:53;0;118
"30358";41,904189;12,494515;2014-02-12 13:47:54;1;303
"30256";41,903124;12,496068;2014-02-12 13:47:56;1;139
"30293";41,907615;12,489773;2014-02-12 13:48:02;22;329
"30298";41,903069;12,496144;2014-02-12 13:48:03;0;204
"30296";41,902311;12,496671;2014-02-12 13:48:03;30;144
"30295";41,907865;12,491327;2014-02-12 13:48:03;0;118
"30303";41,904208;12,494443;2014-02-12 13:48:04;0;242
"30305";41,904153;12,494497;2014-02-12 13:48:04;3;303
"30312";41,903083;12,496091;2014-02-12 13:48:06;1;139
"30489";41,905834;12,488486;2014-02-12 13:48:10;29;210
"30509";41,904208;12,494443;2014-02-12 13:48:13;0;242
"30507";41,903053;12,496158;2014-02-12 13:48:13;0;204
"30504";41,907865;12,491327;2014-02-12 13:48:13;0;118
"30363";41,904222;12,494546;2014-02-12 13:48:14;3;303
"30364";41,9082;12,489347;2014-02-12 13:48:14;6;329
"30371";41,903046;12,49613;2014-02-12 13:48:16;0;139
"30393";41,906051;12,489436;2014-02-12 13:48:20;14;210
"30408";41,904228;12,494449;2014-02-12 13:48:23;1;242
"30412";41,904256;12,494639;2014-02-12 13:48:23;2;303
"30407";41,903035;12,496178;2014-02-12 13:48:23;0;204
"30406";41,907865;12,491327;2014-02-12 13:48:23;0;118
"30424";41,903046;12,496121;2014-02-12 13:48:26;1;139
"30451";41,902222;12,495737;2014-02-12 13:48:31;23;141
"30452";41,906165;12,489965;2014-02-12 13:48:31;20;210
"30465";41,904235;12,49449;2014-02-12 13:48:33;0;242
"30467";41,90427;12,494735;2014-02-12 13:48:33;2;303
"30462";41,907865;12,491327;2014-02-12 13:48:33;0;118
"30526";41,90308;12,496085;2014-02-12 13:48:36;0;139
"30532";41,903035;12,496185;2014-02-12 13:48:37;0;204
"30533";41,903035;12,496185;2014-02-12 13:48:37;0;204
"30546";41,903035;12,496185;2014-02-12 13:48:39;1;204
"30553";41,902729;12,495818;2014-02-12 13:48:40;28;223
"30552";41,906497;12,490402;2014-02-12 13:48:40;20;210
"31229";41,902424;12,496458;2014-02-12 13:48:41;18;141
"31239";41,904224;12,494759;2014-02-12 13:48:42;2;303
"31256";41,90423;12,494496;2014-02-12 13:48:43;0;242
"31240";41,907865;12,491327;2014-02-12 13:48:43;0;118
"31263";41,908628;12,489123;2014-02-12 13:48:44;0;329
"31264";41,908951;12,488801;2014-02-12 13:48:44;33;329
"31270";41,909017;12,488734;2014-02-12 13:48:45;0;329
"31271";41,909017;12,488734;2014-02-12 13:48:45;0;329
"31276";41,909017;12,488734;2014-02-12 13:48:46;6;329
"30562";41,903057;12,496163;2014-02-12 13:48:49;0;204
"30563";41,902144;12,495432;2014-02-12 13:48:49;4;223
"30561";41,903093;12,496075;2014-02-12 13:48:49;1;139
"30571";41,90701;12,490279;2014-02-12 13:48:50;0;210
"30640";41,904226;12,494486;2014-02-12 13:48:52;0;242
"30641";41,904176;12,494723;2014-02-12 13:48:52;2;303
"30585";41,9021;12,496978;2014-02-12 13:48:52;31;141
"30587";41,907865;12,491327;2014-02-12 13:48:53;0;118
"30595";41,902434;12,491582;2014-02-12 13:48:54;28;183
"30601";41,903122;12,496072;2014-02-12 13:48:56;1;139
"30608";41,908843;12,488827;2014-02-12 13:48:57;19;329
"30623";41,903071;12,496156;2014-02-12 13:49:00;0;204
"30630";41,90701;12,490279;2014-02-12 13:49:01;0;210
"30645";41,904112;12,494697;2014-02-12 13:49:02;5;303
"30647";41,904225;12,494486;2014-02-12 13:49:03;0;242
"30646";41,907865;12,491327;2014-02-12 13:49:03;0;118
"30653";41,90293;12,492288;2014-02-12 13:49:04;22;183
"30692";41,903099;12,496115;2014-02-12 13:49:08;0;139
"30700";41,903071;12,496166;2014-02-12 13:49:10;1;204
"30709";41,908285;12,489185;2014-02-12 13:49:10;26;329
"30769";41,90701;12,490279;2014-02-12 13:49:12;0;210
"30772";41,904026;12,494541;2014-02-12 13:49:13;1;303
"30773";41,907865;12,491327;2014-02-12 13:49:15;0;118
"30662";41,904207;12,494523;2014-02-12 13:49:17;1;242
"30675";41,903477;12,493029;2014-02-12 13:49:18;44;183
"30669";41,903093;12,496109;2014-02-12 13:49:18;1;139
"30687";41,907818;12,489542;2014-02-12 13:49:18;14;329
"30705";41,903092;12,496151;2014-02-12 13:49:19;0;204
"30727";41,90701;12,490279;2014-02-12 13:49:21;17;210
"30738";41,904193;12,49455;2014-02-12 13:49:22;0;242
"30743";41,904008;12,494506;2014-02-12 13:49:23;0;303
"30740";41,907865;12,491327;2014-02-12 13:49:23;0;118
"30746";41,903927;12,493676;2014-02-12 13:49:24;16;183
"30792";41,903082;12,496058;2014-02-12 13:49:27;0;139
"30807";41,907502;12,489777;2014-02-12 13:49:28;15;329
"30810";41,903108;12,496144;2014-02-12 13:49:29;0;204
"30815";41,906785;12,489856;2014-02-12 13:49:30;25;210
"30774";41,904176;12,49455;2014-02-12 13:49:33;1;242
"30835";41,907865;12,491327;2014-02-12 13:49:33;0;118
"30783";41,904;12,494487;2014-02-12 13:49:34;0;303
"30781";41,904044;12,494222;2014-02-12 13:49:34;6;183
"30837";41,903074;12,496051;2014-02-12 13:49:38;2;139
"30867";41,907169;12,490072;2014-02-12 13:49:38;21;329
"30843";41,903115;12,496166;2014-02-12 13:49:39;0;204
"30850";41,906542;12,489075;2014-02-12 13:49:40;22;210
"30865";41,904013;12,494477;2014-02-12 13:49:42;1;303
"30871";41,904143;12,494556;2014-02-12 13:49:43;0;242
"30868";41,907865;12,491327;2014-02-12 13:49:43;0;118
"30877";41,904155;12,494381;2014-02-12 13:49:44;8;183
"30903";41,903071;12,496117;2014-02-12 13:49:47;2;139
"30906";41,906702;12,490243;2014-02-12 13:49:47;0;329
"30918";41,903119;12,496185;2014-02-12 13:49:50;0;204
"30919";41,907071;12,488858;2014-02-12 13:49:50;16;210
"30917";41,903486;12,488333;2014-02-12 13:49:50;24;154
"30886";41,904143;12,494556;2014-02-12 13:49:52;0;242
"30888";41,907865;12,491327;2014-02-12 13:49:53;0;118
"30966";41,904109;12,494666;2014-02-12 13:49:54;10;183
"30977";41,903118;12,496149;2014-02-12 13:49:56;1;139
"30982";41,906702;12,490243;2014-02-12 13:49:56;13;329
"30933";41,903992;12,494531;2014-02-12 13:49:57;11;303
"30940";41,908252;12,498586;2014-02-12 13:49:58;13;81
"30942";41,903112;12,496196;2014-02-12 13:49:59;0;204
"30950";41,907463;12,48864;2014-02-12 13:50:00;2;210
"30949";41,909374;12,488261;2014-02-12 13:50:00;88;197
"30948";41,903752;12,489078;2014-02-12 13:50:00;34;154
"30961";41,903886;12,494663;2014-02-12 13:50:02;3;303
"30986";41,904143;12,494556;2014-02-12 13:50:03;0;242
"30975";41,907865;12,491327;2014-02-12 13:50:03;0;118
"30993";41,903877;12,494856;2014-02-12 13:50:04;18;183
"31006";41,903088;12,496161;2014-02-12 13:50:06;0;139
"31010";41,906386;12,490089;2014-02-12 13:50:06;30;329
"31012";41,908054;12,489369;2014-02-12 13:50:07;26;197
"31020";41,908576;12,498544;2014-02-12 13:50:08;17;81
"31022";41,903113;12,496195;2014-02-12 13:50:09;0;204
"31028";41,907509;12,488592;2014-02-12 13:50:10;13;210
"31027";41,904132;12,490123;2014-02-12 13:50:10;42;154
"31038";41,903938;12,494773;2014-02-12 13:50:12;0;303
"31043";41,904141;12,494559;2014-02-12 13:50:13;1;242
"31040";41,907865;12,491327;2014-02-12 13:50:13;0;118
"31081";41,909028;12,488545;2014-02-12 13:50:15;0;163
"31091";41,903453;12,495255;2014-02-12 13:50:15;13;183
"31095";41,903095;12,49615;2014-02-12 13:50:16;0;139
"31098";41,906011;12,489217;2014-02-12 13:50:16;26;329
"31053";41,908757;12,498646;2014-02-12 13:50:17;23;65
"31057";41,908522;12,497973;2014-02-12 13:50:18;13;81
"31059";41,903102;12,496199;2014-02-12 13:50:19;0;204
"31063";41,90453;12,49145;2014-02-12 13:50:20;40;154
"31077";41,907825;12,488237;2014-02-12 13:50:22;25;210
"31087";41,904116;12,494544;2014-02-12 13:50:23;0;242
"31084";41,907865;12,491327;2014-02-12 13:50:23;0;118
"31104";41,903923;12,494798;2014-02-12 13:50:24;4;303
"31111";41,909028;12,488545;2014-02-12 13:50:25;21;163
"31112";41,907025;12,490184;2014-02-12 13:50:25;51;197
"31118";41,903301;12,495711;2014-02-12 13:50:26;16;183
"31116";41,903094;12,496138;2014-02-12 13:50:26;1;139
"31124";41,905676;12,488348;2014-02-12 13:50:27;18;329
"31131";41,908385;12,497568;2014-02-12 13:50:28;4;81
"31125";41,906674;12,49039;2014-02-12 13:50:28;0;197
"31133";41,90309;12,496205;2014-02-12 13:50:29;0;204
"31103";41,904862;12,492741;2014-02-12 13:50:30;20;154
"31151";41,904098;12,494554;2014-02-12 13:50:33;24;242
"31153";41,90385;12,494879;2014-02-12 13:50:33;0;303
"31149";41,907865;12,491327;2014-02-12 13:50:33;0;118
"31162";41,908622;12,489006;2014-02-12 13:50:35;45;163
"31164";41,903584;12,496039;2014-02-12 13:50:35;38;183
