"";"longitude";"latitude";"unixtime";"file_name";"velocidades"
"26289";-79,8822175387341;-2,19003109167468;2017-10-28 18:01:13;"397";8,15
"25915";-79,882164;-2,1900528;2017-10-28 18:01:13;"392";20,28
"26180";-79,88202;-2,19007333333333;2017-10-28 18:01:14;"396";8,6
"26445";-79,8803693;-2,1894027;2017-10-28 18:01:14;"398";3,09
"25858";-79,8795264959335;-2,18513667583466;2017-10-28 18:01:16;"391";2,32
"26851";-79,8866015578147;-2,18848323961991;2017-10-28 18:01:16;"402";22,04
"26049";-79,8823075096867;-2,18996349462159;2017-10-28 18:01:17;"393";0,38
"26582";-79,8811299540102;-2,19036124181002;2017-10-28 18:01:17;"399";11,06
"26290";-79,8823003649534;-2,19002276041593;2017-10-28 18:01:18;"397";5,74
"25916";-79,8823223635554;-2,18991666566581;2017-10-28 18:01:19;"392";20,28
"26446";-79,8803693;-2,1894027;2017-10-28 18:01:19;"398";0
"26181";-79,8820966666667;-2,19002166666667;2017-10-28 18:01:20;"396";7,7
"25859";-79,8795050382614;-2,18510448932648;2017-10-28 18:01:21;"391";3,86
"26852";-79,8870265687421;-2,18840566109563;2017-10-28 18:01:21;"402";36,19
"26050";-79,8823200612289;-2,18994946118262;2017-10-28 18:01:22;"393";1,91
"26583";-79,8810944147408;-2,19041467644274;2017-10-28 18:01:22;"399";6,41
"26291";-79,8823907107716;-2,19005411647008;2017-10-28 18:01:23;"397";8,76
"25917";-79,882379276678;-2,18993891961873;2017-10-28 18:01:24;"392";5,7
"26447";-79,8803733;-2,1893771;2017-10-28 18:01:24;"398";2,13
"26182";-79,8822366666667;-2,18997833333333;2017-10-28 18:01:25;"396";13,2
"25860";-79,8795747756958;-2,1851634979248;2017-10-28 18:01:26;"391";9,27
"26853";-79,8873155654619;-2,1882608531757;2017-10-28 18:01:26;"402";31,23
"26051";-79,8823657650013;-2,18994683671321;2017-10-28 18:01:27;"393";3,48
"26584";-79,8811100888997;-2,19045759178698;2017-10-28 18:01:27;"399";4,22
"26292";-79,8823907107716;-2,19005411647008;2017-10-28 18:01:28;"397";0
"25254";-79,879505;-2,18535333333333;2017-10-28 18:01:29;"386";3,48
"25918";-79,8823858983815;-2,1899531269446;2017-10-28 18:01:29;"392";1,5
"26448";-79,8803714;-2,1893694;2017-10-28 18:01:29;"398";0,69
"25861";-79,8796820640564;-2,18535125255585;2017-10-28 18:01:31;"391";21,24
"26183";-79,8823033333333;-2,18995333333333;2017-10-28 18:01:31;"396";5,5
"26854";-79,8876046276302;-2,18819633749206;2017-10-28 18:01:31;"402";25,46
"26052";-79,8824121614054;-2,18992599109171;2017-10-28 18:01:32;"393";4,84
"26585";-79,8811095021665;-2,19046832062304;2017-10-28 18:01:32;"399";0,81
"26293";-79,8824524549958;-2,19001068612807;2017-10-28 18:01:33;"397";7,57
"25255";-79,8796;-2,18553;2017-10-28 18:01:34;"386";19,56
"25919";-79,8824169952422;-2,18994709197432;2017-10-28 18:01:34;"392";2,67
"26449";-79,8803196;-2,1892369;2017-10-28 18:01:34;"398";13,27
"25862";-79,8798429965973;-2,18571066856384;2017-10-28 18:01:36;"391";37,47
"26855";-79,8877775735276;-2,18817233335608;2017-10-28 18:01:36;"402";14,18
"26053";-79,8824455547972;-2,18991894489989;2017-10-28 18:01:37;"393";2,91
"26184";-79,8823516666667;-2,18996166666667;2017-10-28 18:01:37;"396";3,4
"26586";-79,881100198254;-2,19048768281937;2017-10-28 18:01:37;"399";2,06
"26294";-79,8825516883278;-2,19001752089879;2017-10-28 18:01:38;"397";7,64
"25256";-79,8797233333333;-2,185775;2017-10-28 18:01:39;"386";26,52
"25920";-79,8824459128082;-2,18995748553425;2017-10-28 18:01:39;"392";2,83
"26450";-79,8801763;-2,1889908;2017-10-28 18:01:39;"398";28,04
"25101";-79,8795378878898;-2,1855244477584;2017-10-28 18:01:40;"385";21,6
"25863";-79,8799127340317;-2,18596279621124;2017-10-28 18:01:41;"391";23,17
"26856";-79,8879466730876;-2,18819476533876;2017-10-28 18:01:41;"402";13,79
"26054";-79,8824440515711;-2,18993217929872;2017-10-28 18:01:42;"393";1,06
"26587";-79,8810850270092;-2,19047460705042;2017-10-28 18:01:42;"399";2,03
"26185";-79,8823616666667;-2,19007;2017-10-28 18:01:43;"396";7,1
"26295";-79,8825460889526;-2,18992771612154;2017-10-28 18:01:43;"397";6,87
"25257";-79,8798383333333;-2,18603833333333;2017-10-28 18:01:44;"386";27,24
"25921";-79,8824459128082;-2,18995748553425;2017-10-28 18:01:44;"392";0
"26451";-79,880016;-2,1886949;2017-10-28 18:01:44;"398";32,85
"25102";-79,8797261497561;-2,18570260633684;2017-10-28 18:01:45;"385";26,38
"25864";-79,8800790309906;-2,18613982200623;2017-10-28 18:01:46;"391";24,72
"26857";-79,8879466730876;-2,18819476533876;2017-10-28 18:01:46;"402";0
"26055";-79,8824310414753;-2,18994413508239;2017-10-28 18:01:47;"393";1,8
"26588";-79,8810742143542;-2,19044086989015;2017-10-28 18:01:47;"399";3,21
"26186";-79,8823716666667;-2,19008166666667;2017-10-28 18:01:48;"396";1,56
"26296";-79,8825220241371;-2,1898425418783;2017-10-28 18:01:48;"397";7,87
"25258";-79,8799666666667;-2,18633333333333;2017-10-28 18:01:49;"386";30,48
"25922";-79,8824727348983;-2,18994755297899;2017-10-28 18:01:49;"392";2,65
"26452";-79,8798168;-2,1882859;2017-10-28 18:01:49;"398";43,79
"25865";-79,8802345991135;-2,18628466129303;2017-10-28 18:01:51;"391";21,63
"26858";-79,8879466730876;-2,18819476533876;2017-10-28 18:01:51;"402";0
"26056";-79,882408589834;-2,18994721299903;2017-10-28 18:01:52;"393";1,84
"26589";-79,8809719551355;-2,19045616686344;2017-10-28 18:01:52;"399";8,46
"26297";-79,8824964951916;-2,18985187489057;2017-10-28 18:01:53;"397";2,51
"25259";-79,8801033333333;-2,18659;2017-10-28 18:01:54;"386";28,32
"25923";-79,8824727348983;-2,18994755297899;2017-10-28 18:01:54;"392";0
"26187";-79,8823816666667;-2,19007833333333;2017-10-28 18:01:54;"396";0,8
"26453";-79,8796372;-2,1878526;2017-10-28 18:01:54;"398";44,13
"25866";-79,8802882432938;-2,18655824661255;2017-10-28 18:01:56;"391";23,56
"26859";-79,8879459839619;-2,18822946196691;2017-10-28 18:01:56;"402";2,55
"26057";-79,8823995309817;-2,18993793473881;2017-10-28 18:01:57;"393";1,32
"26590";-79,88087028265;-2,19046568032354;2017-10-28 18:01:57;"399";8,01
"26298";-79,8824964858386;-2,18985189063578;2017-10-28 18:01:58;"397";0
"25260";-79,8802283333333;-2,18690166666667;2017-10-28 18:01:59;"386";31,44
"25924";-79,8824727348983;-2,18994755297899;2017-10-28 18:01:59;"392";0
"26188";-79,8824533333333;-2,19002;2017-10-28 18:01:59;"396";9,36
"25867";-79,8802989721298;-2,18697667121887;2017-10-28 18:02:01;"391";30,9
"26860";-79,8879459839619;-2,18822946196691;2017-10-28 18:02:01;"402";0
"26058";-79,8824136040866;-2,18992932338927;2017-10-28 18:02:02;"393";1,63
"26591";-79,8806282132864;-2,19061261508614;2017-10-28 18:02:02;"399";28,01
"26299";-79,8824964858386;-2,18985189063578;2017-10-28 18:02:03;"397";0
"25261";-79,8803466666667;-2,18719666666667;2017-10-28 18:02:04;"386";29,76
"25925";-79,882464017719;-2,18994566705078;2017-10-28 18:02:04;"392";0,76
"26189";-79,882465;-2,19;2017-10-28 18:02:04;"396";2,28
"25868";-79,8804008960724;-2,18731462955475;2017-10-28 18:02:06;"391";31,67
"26059";-79,8824213663583;-2,18991170821157;2017-10-28 18:02:07;"393";1,83
"26592";-79,8802657797933;-2,19077547546476;2017-10-28 18:02:07;"399";37,82
"26300";-79,8824798383743;-2,18986001973928;2017-10-28 18:02:08;"397";1,78
"25262";-79,8803866666667;-2,18740166666667;2017-10-28 18:02:09;"386";17,64
"25926";-79,8825019039214;-2,18985422048718;2017-10-28 18:02:09;"392";9,31
"26190";-79,8824833333333;-2,18995;2017-10-28 18:02:10;"396";4,1
"25869";-79,8804706335068;-2,18737900257111;2017-10-28 18:02:11;"391";9,66
"26060";-79,8824213663584;-2,18991170821138;2017-10-28 18:02:12;"393";0
"26593";-79,879900412634;-2,19096478074789;2017-10-28 18:02:13;"399";33,28
"26301";-79,8824566200492;-2,18986369352955;2017-10-28 18:02:13;"397";1,94
"25263";-79,8803933333333;-2,18754833333333;2017-10-28 18:02:14;"386";11,04
"25927";-79,8825303185731;-2,1898468863219;2017-10-28 18:02:14;"392";2,57
"25870";-79,8804867267609;-2,18751847743988;2017-10-28 18:02:16;"391";11,2
"26191";-79,8824883333333;-2,18993666666667;2017-10-28 18:02:16;"396";1,1
"26061";-79,882426253966;-2,18989984474217;2017-10-28 18:02:17;"393";1,21
"26594";-79,8796347063035;-2,19109440688044;2017-10-28 18:02:18;"399";28,46
"26302";-79,88244484748;-2,18986421123285;2017-10-28 18:02:18;"397";0,88
"25264";-79,8804616666667;-2,18770666666667;2017-10-28 18:02:19;"386";16,32
"25928";-79,8825395386666;-2,18983837869018;2017-10-28 18:02:19;"392";1,28
"25871";-79,880518913269;-2,18774378299713;2017-10-28 18:02:21;"391";18,54
"26192";-79,8824883333333;-2,18993666666667;2017-10-28 18:02:21;"396";0
"26062";-79,8824262539717;-2,18989984473798;2017-10-28 18:02:22;"393";0
"26303";-79,8824186654164;-2,18986298556397;2017-10-28 18:02:23;"397";1,97
"25265";-79,8805216666667;-2,18785;2017-10-28 18:02:24;"386";14,64
"25929";-79,8825231939554;-2,18983812723309;2017-10-28 18:02:24;"392";1,19
"25872";-79,8805564641953;-2,18787789344788;2017-10-28 18:02:26;"391";12,36
"26063";-79,8824262539717;-2,18989984473798;2017-10-28 18:02:27;"393";0
"26193";-79,8824883333333;-2,18993666666667;2017-10-28 18:02:27;"396";0
"26304";-79,8824116442653;-2,18986085655135;2017-10-28 18:02:28;"397";0,66
"25266";-79,8805416666667;-2,187915;2017-10-28 18:02:29;"386";6,12
"25930";-79,8825185839087;-2,18986419495195;2017-10-28 18:02:29;"392";2,21
"25873";-79,8805832862854;-2,18789935112;2017-10-28 18:02:31;"391";3,48
"26194";-79,8824883333333;-2,18993666666667;2017-10-28 18:02:32;"396";0
"26064";-79,882449960136;-2,1898846067453;2017-10-28 18:02:33;"393";2,34
"26305";-79,8824116442736;-2,1898608565487;2017-10-28 18:02:33;"397";0
"25267";-79,8805466666667;-2,18797166666667;2017-10-28 18:02:34;"386";4,44
"25931";-79,882522104308;-2,18981126323342;2017-10-28 18:02:34;"392";4,06
"25874";-79,8805779218674;-2,18795835971832;2017-10-28 18:02:36;"391";4,63
"26065";-79,8824711654472;-2,18987843454592;2017-10-28 18:02:38;"393";1,97
"26195";-79,8824883333333;-2,18990833333333;2017-10-28 18:02:38;"396";1,7
"26306";-79,8824116442736;-2,1898608565487;2017-10-28 18:02:38;"397";0
"25103";-79,8804795766569;-2,18797846193354;2017-10-28 18:02:39;"385";20,2
"25268";-79,88055;-2,188025;2017-10-28 18:02:39;"386";4,08
"25932";-79,8825239483267;-2,18979961238801;2017-10-28 18:02:39;"392";0,97
"25875";-79,8805940151215;-2,18795299530029;2017-10-28 18:02:41;"391";1,54
"26066";-79,8824711654472;-2,18987843454592;2017-10-28 18:02:43;"393";0
"26196";-79,8824883333333;-2,18990833333333;2017-10-28 18:02:43;"396";0
"26307";-79,8824185753607;-2,18986831566017;2017-10-28 18:02:43;"397";1,04
"25104";-79,8804795766569;-2,18797846193354;2017-10-28 18:02:44;"385";0
"25269";-79,8805533333333;-2,18803166666667;2017-10-28 18:02:44;"386";0,72
"25933";-79,8825239483267;-2,18979961238801;2017-10-28 18:02:44;"392";0
"25876";-79,8805510997772;-2,18800663948059;2017-10-28 18:02:46;"391";6,95
"26067";-79,8824711654472;-2,18987843454592;2017-10-28 18:02:48;"393";0
"26197";-79,8824816666667;-2,18991;2017-10-28 18:02:48;"396";0,6
"26308";-79,882418828489;-2,18987393915153;2017-10-28 18:02:48;"397";0,42
"25105";-79,880598799778;-2,18810316894843;2017-10-28 18:02:49;"385";17,56
"25270";-79,8805533333333;-2,18803166666667;2017-10-28 18:02:49;"386";0
"25934";-79,8825239483267;-2,18979961238801;2017-10-28 18:02:49;"392";0
"25877";-79,8805671930313;-2,18806028366089;2017-10-28 18:02:51;"391";5,02
"26068";-79,8824711654472;-2,18987843454592;2017-10-28 18:02:53;"393";0
"26309";-79,882413655461;-2,18988029699091;2017-10-28 18:02:53;"397";0,83
"25106";-79,8806227020234;-2,18820323284689;2017-10-28 18:02:54;"385";8,93
"25271";-79,8806116666667;-2,18815833333333;2017-10-28 18:02:54;"386";13,32
"25935";-79,8825270496309;-2,18982957769185;2017-10-28 18:02:54;"392";2,38
"26198";-79,8824783333333;-2,18991333333333;2017-10-28 18:02:54;"396";0,4
"25878";-79,8806101083755;-2,18815684318542;2017-10-28 18:02:56;"391";10,04
"26069";-79,8824930812987;-2,18986684927701;2017-10-28 18:02:58;"393";2,41
"26602";-79,8798798769712;-2,19021091237664;2017-10-28 18:02:58;"399";38,07
"26310";-79,8824136554659;-2,18988029698731;2017-10-28 18:02:58;"397";0
"25107";-79,8806300084598;-2,18832084616385;2017-10-28 18:02:59;"385";8,99
"25272";-79,8806216666667;-2,188245;2017-10-28 18:02:59;"386";6,96
"25936";-79,8825345095247;-2,18983888160437;2017-10-28 18:02:59;"392";1,21
"26199";-79,8824783333333;-2,18991333333333;2017-10-28 18:03:00;"396";0
"28000";-79,8899787542778;-2,18553688831594;2017-10-28 18:03:00;"411";9,17
"25879";-79,8806154727936;-2,18822658061981;2017-10-28 18:03:01;"391";5,41
"26070";-79,8824930812987;-2,18986684927701;2017-10-28 18:03:03;"393";0
"26603";-79,8801644425839;-2,19006372615695;2017-10-28 18:03:03;"399";31,09
"26311";-79,8824136554659;-2,18988029698731;2017-10-28 18:03:03;"397";0
"25108";-79,8806524085839;-2,18845606490437;2017-10-28 18:03:04;"385";11,35
"25273";-79,8806733333333;-2,18837166666667;2017-10-28 18:03:04;"386";12,84
"25937";-79,8825226910412;-2,18984198290855;2017-10-28 18:03:04;"392";1,07
"26200";-79,8824783333333;-2,18991333333333;2017-10-28 18:03:05;"396";0
"25880";-79,8806154727936;-2,1882963180542;2017-10-28 18:03:06;"391";5,02
"26071";-79,8824930812987;-2,18986684927701;2017-10-28 18:03:08;"393";0
"26604";-79,8803374450654;-2,18994658906013;2017-10-28 18:03:08;"399";20,89
"26312";-79,8824136554659;-2,18988029698731;2017-10-28 18:03:08;"397";0
"25109";-79,8806875437807;-2,18851911499835;2017-10-28 18:03:09;"385";7,07
"25274";-79,8807;-2,18845;2017-10-28 18:03:09;"386";7,56
"25938";-79,8825223557651;-2,18984223436564;2017-10-28 18:03:09;"392";0,04
"25881";-79,8808246850967;-2,18841433525085;2017-10-28 18:03:11;"391";23,56
"26201";-79,8824783333333;-2,18991333333333;2017-10-28 18:03:11;"396";0
"26072";-79,8824850383146;-2,18984800093407;2017-10-28 18:03:13;"393";1,94
"26605";-79,8806745652109;-2,1898384205997;2017-10-28 18:03:13;"399";32,06
"26313";-79,8824195557277;-2,18989784112076;2017-10-28 18:03:13;"397";1,69
"25110";-79,8806952533692;-2,18854329372148;2017-10-28 18:03:14;"385";2,3
"25275";-79,880705;-2,18846;2017-10-28 18:03:14;"386";1,08
"25939";-79,8825202602893;-2,18985371757299;2017-10-28 18:03:14;"392";0,98
"25882";-79,8807120323181;-2,18845188617706;2017-10-28 18:03:17;"391";9,01
"26202";-79,8824783333333;-2,18991333333333;2017-10-28 18:03:17;"396";0
"26073";-79,8824772914167;-2,18984205746514;2017-10-28 18:03:18;"393";0,99
"26606";-79,8810577858239;-2,18971734400839;2017-10-28 18:03:18;"399";36,31
"26314";-79,8823969810034;-2,18990726230543;2017-10-28 18:03:18;"397";2,3
"25111";-79,8807149488409;-2,18858198130401;2017-10-28 18:03:19;"385";4,2
"25276";-79,880705;-2,18846;2017-10-28 18:03:19;"386";0
"25940";-79,8825154826045;-2,18986566178501;2017-10-28 18:03:19;"392";1,2
"25883";-79,8806744813919;-2,18851089477539;2017-10-28 18:03:22;"391";6,95
"26074";-79,8824354656368;-2,18985473087365;2017-10-28 18:03:23;"393";3,92
"26203";-79,8824783333333;-2,18991333333333;2017-10-28 18:03:23;"396";0
"26607";-79,8813577741385;-2,18968268483877;2017-10-28 18:03:23;"399";24,09
"26315";-79,8823683394526;-2,18991330078254;2017-10-28 18:03:23;"397";2,5
"25112";-79,8807221368381;-2,18859977646908;2017-10-28 18:03:24;"385";1,8
"25277";-79,880705;-2,18846;2017-10-28 18:03:24;"386";0
"25941";-79,8824938572943;-2,18988020438701;2017-10-28 18:03:24;"392";2,6
"25884";-79,8806583881378;-2,18858599662781;2017-10-28 18:03:27;"391";6,57
"26075";-79,8824383285779;-2,18984889786909;2017-10-28 18:03:28;"393";0,63
"26608";-79,8817694094032;-2,18959392048419;2017-10-28 18:03:28;"399";36,03
"26316";-79,8823570554485;-2,18991529483735;2017-10-28 18:03:28;"397";0,96
"25113";-79,8807458422682;-2,18865870353975;2017-10-28 18:03:29;"385";5,95
"25278";-79,8807266666667;-2,18849833333333;2017-10-28 18:03:29;"386";4,32
"25942";-79,8824938572943;-2,18988020438701;2017-10-28 18:03:29;"392";0
"26204";-79,8824366666667;-2,18996166666667;2017-10-28 18:03:29;"396";5,4
"25885";-79,8806476593018;-2,18867719173431;2017-10-28 18:03:32;"391";7,34
"26076";-79,8824206340183;-2,18983496274098;2017-10-28 18:03:33;"393";2,28
"26609";-79,8820797912776;-2,18950746115297;2017-10-28 18:03:33;"399";28,57
"26317";-79,8823250031054;-2,18986015939617;2017-10-28 18:03:33;"397";6,28
"25114";-79,8807458422682;-2,18865870353975;2017-10-28 18:03:34;"385";0
"25279";-79,8807266666667;-2,1885;2017-10-28 18:03:34;"386";0,12
"25943";-79,8824194259942;-2,1898659132421;2017-10-28 18:03:34;"392";6,39
"26205";-79,8824183333333;-2,18991333333333;2017-10-28 18:03:34;"396";4,8
"25886";-79,88058257;-2,18872628;2017-10-28 18:03:37;"391";8,22
"26077";-79,8823917074065;-2,18962196071974;2017-10-28 18:03:38;"393";17,42
"26610";-79,882144164294;-2,18948185443878;2017-10-28 18:03:38;"399";6,48
"26318";-79,8822528983417;-2,1895882622815;2017-10-28 18:03:38;"397";24,77
"25115";-79,8807458422682;-2,18865870353975;2017-10-28 18:03:39;"385";0
"25280";-79,8807266666667;-2,1885;2017-10-28 18:03:39;"386";0
"25944";-79,8823620937765;-2,18957351054996;2017-10-28 18:03:39;"392";25,18
"26206";-79,8823366666667;-2,18979166666667;2017-10-28 18:03:40;"396";12,2
"25887";-79,8805457353592;-2,18872010707855;2017-10-28 18:03:42;"391";3,1
"26078";-79,8823740475152;-2,18931194248995;2017-10-28 18:03:43;"393";23,59
"26611";-79,8821378778666;-2,18949409201741;2017-10-28 18:03:43;"399";1,33
"26319";-79,8821492328059;-2,18926622840926;2017-10-28 18:03:43;"397";30,65
"25116";-79,8807458422682;-2,18865870353975;2017-10-28 18:03:44;"385";0
"25281";-79,8807266666667;-2,1885;2017-10-28 18:03:44;"386";0
"25945";-79,8822636902332;-2,18922222498804;2017-10-28 18:03:44;"392";32,38
"26207";-79,8822166666667;-2,189385;2017-10-28 18:03:46;"396";31,6
"25888";-79,8805886507034;-2,1887469291687;2017-10-28 18:03:47;"391";5,02
"26079";-79,8822776733433;-2,18890209972548;2017-10-28 18:03:48;"393";36,45
"26612";-79,8821378778666;-2,18949409201741;2017-10-28 18:03:48;"399";0
"26320";-79,8820565126181;-2,18890414078941;2017-10-28 18:03:48;"397";32,75
"25117";-79,8808061272929;-2,18883644588576;2017-10-28 18:03:49;"385";17,14
"25282";-79,8807266666667;-2,1885;2017-10-28 18:03:49;"386";0
"25946";-79,8821159172803;-2,18887839931995;2017-10-28 18:03:49;"392";35,4
"25889";-79,8806154727936;-2,188800573349;2017-10-28 18:03:52;"391";5,79
"26208";-79,8821116666667;-2,18900333333333;2017-10-28 18:03:52;"396";29,2
"26080";-79,8822167863379;-2,18871558070463;2017-10-28 18:03:53;"393";17,81
"26613";-79,882109714672;-2,18949727714062;2017-10-28 18:03:53;"399";2,26
"26321";-79,8820426594382;-2,18879107080841;2017-10-28 18:03:53;"397";9,14
"25118";-79,8808720212461;-2,18905030683575;2017-10-28 18:03:54;"385";20,14
"25283";-79,8807883333333;-2,188635;2017-10-28 18:03:54;"386";14,16
"25947";-79,8820667155087;-2,18874101992697;2017-10-28 18:03:54;"392";13,43
"25890";-79,8806962;-2,18908989;2017-10-28 18:03:57;"391";26,64
"26081";-79,8822167863379;-2,18871558070463;2017-10-28 18:03:58;"393";0
"26209";-79,8820233333333;-2,18883333333333;2017-10-28 18:03:58;"396";15,5
"26614";-79,8821419011801;-2,18950503040105;2017-10-28 18:03:58;"399";2,88
"26322";-79,8820528820966;-2,18877948142385;2017-10-28 18:03:58;"397";1,57
"25119";-79,8809523393435;-2,18933742625853;2017-10-28 18:03:59;"385";26,46
"25284";-79,8808683333333;-2,18885;2017-10-28 18:03:59;"386";21,24
"25948";-79,8820715770125;-2,18873955309391;2017-10-28 18:03:59;"392";0,46
"25891";-79,88079681;-2,18936669;2017-10-28 18:04:02;"391";27,17
"26082";-79,8822167863379;-2,18871558070463;2017-10-28 18:04:03;"393";0
"26615";-79,8821380455047;-2,18950130045414;2017-10-28 18:04:03;"399";0,55
"26323";-79,8820528820966;-2,18877948142385;2017-10-28 18:04:03;"397";0
"25120";-79,8810385905647;-2,18971411567573;2017-10-28 18:04:04;"385";33,33
"25285";-79,880975;-2,18918833333333;2017-10-28 18:04:04;"386";32,04
"25949";-79,8820715770125;-2,18873955309391;2017-10-28 18:04:04;"392";0
"26210";-79,8820183333333;-2,18873166666667;2017-10-28 18:04:04;"396";6,4
"26083";-79,8822167863379;-2,18871558070463;2017-10-28 18:04:08;"393";0
"26616";-79,8821930307895;-2,18946316279471;2017-10-28 18:04:08;"399";6,7
"26324";-79,8820528820966;-2,18877948142385;2017-10-28 18:04:08;"397";0
"25121";-79,8811080785196;-2,18994130414815;2017-10-28 18:04:09;"385";21,36
"25286";-79,8810883333333;-2,18949;2017-10-28 18:04:09;"386";29,88
"25950";-79,8820715770125;-2,18873955309391;2017-10-28 18:04:09;"392";0
"26211";-79,88204;-2,188695;2017-10-28 18:04:09;"396";4,2
"26084";-79,8822167863379;-2,18871558070463;2017-10-28 18:04:13;"393";0
"26617";-79,8823419772089;-2,18937951140106;2017-10-28 18:04:13;"399";16,75
"26325";-79,8820528820966;-2,18877948142385;2017-10-28 18:04:13;"397";0
"25122";-79,8811738953391;-2,19009719576739;2017-10-28 18:04:14;"385";15,96
"25287";-79,8811233333333;-2,18976166666667;2017-10-28 18:04:14;"386";22,08
"25951";-79,8820715770125;-2,18873955309391;2017-10-28 18:04:14;"392";0
"26212";-79,8820483333333;-2,18870833333333;2017-10-28 18:04:15;"396";1,3
"25892";-79,8812538385391;-2,18999683856964;2017-10-28 18:04:18;"391";24,46
"26085";-79,8822167863379;-2,18871558070463;2017-10-28 18:04:18;"393";0
"26618";-79,8826485872269;-2,18932180199772;2017-10-28 18:04:18;"399";26,23
"26326";-79,8820528820966;-2,18877948142385;2017-10-28 18:04:18;"397";0
"25123";-79,881181696356;-2,1901182887936;2017-10-28 18:04:19;"385";2,08
"25288";-79,88111;-2,18990833333333;2017-10-28 18:04:19;"386";11,52
"25952";-79,8820715770125;-2,18873955309391;2017-10-28 18:04:19;"392";0
"26213";-79,8820833333333;-2,18872833333333;2017-10-28 18:04:21;"396";3,3
"25893";-79,8813235759735;-2,18994855880737;2017-10-28 18:04:23;"391";8,5
"26086";-79,8822194294417;-2,18866857872176;2017-10-28 18:04:23;"393";3,57
"26619";-79,8829909879714;-2,18917096965015;2017-10-28 18:04:23;"399";35,51
"26327";-79,8819996658941;-2,18870543070503;2017-10-28 18:04:23;"397";9,16
"25124";-79,8812917656894;-2,19028871233017;2017-10-28 18:04:24;"385";20,2
"25289";-79,881115;-2,19000166666667;2017-10-28 18:04:24;"386";7,08
"25953";-79,8820375464857;-2,1886200690642;2017-10-28 18:04:24;"392";11,05
"26214";-79,8820016666667;-2,18864166666667;2017-10-28 18:04:26;"396";12,12
"25894";-79,8814469575882;-2,19000220298767;2017-10-28 18:04:28;"391";12,75
"26087";-79,8821931395613;-2,18836421869511;2017-10-28 18:04:28;"393";23,81
"26620";-79,8833406809717;-2,18909691553563;2017-10-28 18:04:28;"399";30,51
"26328";-79,8819229379201;-2,18841609416406;2017-10-28 18:04:28;"397";26,36
"25125";-79,8814142678051;-2,19046650756233;2017-10-28 18:04:29;"385";21,62
"25290";-79,8812466666667;-2,19016;2017-10-28 18:04:29;"386";20,88
"25954";-79,8819612711668;-2,18833298888057;2017-10-28 18:04:29;"392";26,16
"26215";-79,8819066666667;-2,18847166666667;2017-10-28 18:04:32;"396";15,9
"29118";-79,88109;-2,19109166666667;2017-10-28 18:04:32;"415";7,33
"25895";-79,8815059661865;-2,1902596950531;2017-10-28 18:04:33;"391";22,79
"26088";-79,8820557336978;-2,18819435880463;2017-10-28 18:04:33;"393";22,12
"26621";-79,8833917267621;-2,1890680398792;2017-10-28 18:04:33;"399";5,75
"26329";-79,8818900841023;-2,1882768669783;2017-10-28 18:04:33;"397";12,39
"25126";-79,8815471995305;-2,19062036020615;2017-10-28 18:04:34;"385";20,65
"25291";-79,8813;-2,19039333333333;2017-10-28 18:04:34;"386";20,64
"25955";-79,8819151706994;-2,18819942325354;2017-10-28 18:04:34;"392";12,94
"26089";-79,8820557334338;-2,18819436048028;2017-10-28 18:04:38;"393";0
"26216";-79,8819016666667;-2,18841833333333;2017-10-28 18:04:38;"396";3,5
"26622";-79,8833918944001;-2,18906753696501;2017-10-28 18:04:38;"399";0,05
"26330";-79,8818851449443;-2,18823576685514;2017-10-28 18:04:38;"397";3,31
"25127";-79,8816383523042;-2,19060253980411;2017-10-28 18:04:39;"385";7,85
"25292";-79,881385;-2,19058833333333;2017-10-28 18:04:39;"386";20,16
"25956";-79,88191684708;-2,1881977468729;2017-10-28 18:04:40;"392";0,2
"29119";-79,8809366666667;-2,19112166666667;2017-10-28 18:04:41;"415";7,33
"26090";-79,8820605732658;-2,18817970296818;2017-10-28 18:04:43;"393";1,4
"26217";-79,8819083333333;-2,18838666666667;2017-10-28 18:04:43;"396";2,76
"26623";-79,8833918944001;-2,18906753696501;2017-10-28 18:04:43;"399";0
"26331";-79,8818486562919;-2,188217134204;2017-10-28 18:04:43;"397";3,97
"25128";-79,8816936569289;-2,19050687514041;2017-10-28 18:04:44;"385";10,87
"25293";-79,8816066666667;-2,19081166666667;2017-10-28 18:04:44;"386";32,04
"25957";-79,8819039389491;-2,18813945073634;2017-10-28 18:04:45;"392";5,13
"25896";-79,8818814754486;-2,19053328037262;2017-10-28 18:04:46;"391";17,97
"29120";-79,880955;-2,191115;2017-10-28 18:04:46;"415";1,8
"26091";-79,8819968596311;-2,18800073933349;2017-10-28 18:04:48;"393";17,47
"26624";-79,8833918944001;-2,18906753696501;2017-10-28 18:04:48;"399";0
"26332";-79,8817899601803;-2,18799781691911;2017-10-28 18:04:48;"397";20,02
"25294";-79,8818316666667;-2,19085166666667;2017-10-28 18:04:49;"386";19,08
"26218";-79,8818466666667;-2,18813666666667;2017-10-28 18:04:49;"396";18,7
"26720";-79,8824568;-2,18966672;2017-10-28 18:04:49;"401";2,4
"25958";-79,8818224668503;-2,18792793340981;2017-10-28 18:04:50;"392";21,1
"25897";-79,88215356;-2,19056864;2017-10-28 18:04:51;"391";22,14
"29121";-79,8809583333333;-2,19111166666667;2017-10-28 18:04:51;"415";0,48
